Word,POS,NER
ইউনিয়ন,NNC,B-OTH
পর্যায়ে,NNC,B-OTH
সমাজকর্মীর,NNC,B-PER
নিয়োগ,NNC,B-OTH
পরীক্ষা,NNC,B-EVENT
দিতে,VNF,B-OTH
চাকরিপ্রার্থীরা,NNC,B-PER
সব,ADJ,B-OTH
ধরনের,NNC,B-OTH
প্রস্তুতি,NNC,B-OTH
নিয়েছিল।,VF,B-OTH
ডেনমার্কের,NNP,B-GPE
অ্যালবর্গে,NNP,B-LOC
বাঙালি,ADJ,B-PER
মুসলমানরা,NNC,B-PER
একসঙ্গে,ADV,B-OTH
ইফতার,NNC,B-OTH
করেছেন।,VF,B-OTH
অক্ষয়চন্দ্র,NNP,B-PER
সরকার,NNP,I-PER
প্রমুখ,ADJ,B-OTH
কবি,NNC,B-PER
ও,CONJ,B-OTH
সাহিত্যিক।,NNC,B-PER
অনুষ্ঠানটি,NNC,B-EVENT
সভাপতিত্ব,NNC,B-OTH
করেন,VF,B-OTH
হল,NNC,B-OTH
প্রভোস্ট,NNC,B-PER
অধ্যাপক,NNC,B-PER
ড,NNP,B-PER
শামীমা,NNP,I-PER
বেগম।,NNP,I-PER
তোমায়,PRO,B-OTH
ঘিরে,VNF,B-OTH
এই,DET,B-OTH
আমার,PRO,B-OTH
মন,NNC,B-OTH
জেবিএল,NNP,B-OTH
ইয়ার,NNP,B-OTH
ওয়্যারলেস,ADJ,B-OTH
হেডফোন,NNC,B-OTH
ব্যবহারকারী,NNC,B-OTH
নির্দেশিকা,NNC,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
‘সরকারি,PUNCT,B-OTH
প্রতিষ্ঠানগুলোও,NNC,B-ORG
বাণিজ্যিক,ADJ,B-OTH
কার্যক্রমের,NNC,B-OTH
জন্য,PP,B-OTH
সেন্টমার্টিনে,NNP,B-LOC
কোনো,DET,B-OTH
ধরনের,NNC,B-OTH
স্থাপনা,NNC,B-OTH
করবে,VF,B-OTH
না।,ADV,B-OTH
সেক্ষেত্রে,ADV,B-OTH
ভারত,NNP,B-GPE
সমর্থন,NNC,B-OTH
অব্যাহত,ADJ,B-OTH
রাখবে।,VF,B-OTH
রাজধানীর,NNC,B-OTH
তুরাগের,NNP,B-LOC
কামারপাড়া,NNP,B-LOC
এলাকায়,NNC,B-OTH
ট্রাকচাপায়,NNC,B-OTH
আম্বিয়া,NNP,B-PER
বেগম,NNP,I-PER
৪৮,PUNCT,B-OTH
নামে,NNC,B-OTH
এক,QF,B-NUM
নারী,NNC,B-PER
নিহত,ADJ,B-OTH
হয়েছে।,VF,B-OTH
খলীফা,PUNCT,B-OTH
বিন,NNP,B-T&T
খাইয়াত্ব,NNP,B-T&T
আত-তারীখ,NNP,B-T&T
১৬৫,QF,I-T&T
পৃ,NNC,B-OTH
ইন্সট্যান্ট,ADJ,B-OTH
মেসেজিং,NNC,B-OTH
এর,PART,B-OTH
বাজারে,NNC,B-OTH
অন্যতম,ADJ,B-OTH
জনপ্রিয়,ADJ,B-OTH
ও,CONJ,B-OTH
বিশ্বের,NNC,B-OTH
এক,ADJ,B-NUM
নম্বর,ADJ,B-OTH
মেসেজিং,ADJ,B-OTH
অ্যাপ,NNC,B-OTH
যার,PRO,B-OTH
নাম,NNC,B-OTH
হোয়াটসঅ্যাপ।,NNP,B-ORG
এদিকে,ADV,B-OTH
দীর্ঘ,ADJ,B-OTH
এই,DET,B-OTH
নিষেধাজ্ঞা,NNC,B-OTH
চলমান,ADJ,B-OTH
থাকলে,VNF,B-OTH
জেলার,NNC,B-OTH
পর্যটনশিল্পে,NNC,B-OTH
বড়,ADJ,B-OTH
ধরনের,NNC,B-OTH
বিপর্যয়ের,NNC,B-OTH
আশঙ্কা,NNC,B-OTH
করছেন,VF,B-OTH
পর্যটন,NNC,B-OTH
সংশ্লিষ্টরা।,NNC,B-PER
পৃথক,ADJ,B-OTH
বানীতে,NNC,B-OTH
প্রধানমন্ত্রী,NNC,B-PER
শেখ,NNP,B-PER
হাসিনা,NNP,I-PER
বলেছেন,VF,B-OTH
“শহীদ,PUNCT,B-OTH
আসাদের,NNP,B-PER
আত্মত্যাগ,NNC,B-OTH
সবসময়,ADV,B-OTH
আমাদের,PRO,B-OTH
অধিকার,NNC,B-OTH
আদায়ের,NNC,B-OTH
আন্দোলনে,NNC,B-EVENT
প্রেরণা,NNC,B-OTH
জোগাবে।”,VF,B-OTH
করে,VNF,B-OTH
নির্ধারিত,ADJ,B-OTH
তারিখের,NNC,B-OTH
মধ্যে,PP,B-OTH
আবেদন,NNC,B-OTH
করুন।,VF,B-OTH
তিশা,NNP,B-PER
আরও,ADV,B-OTH
লিখেছেন,VF,B-OTH
‘আলামিন,PUNCT,B-OTH
সারাটা,ADJ,B-OTH
দিন,NNC,B-OTH
আমার,PRO,B-OTH
বড়,ADJ,B-OTH
একটা,QF,B-NUM
ছায়ার,NNC,B-OTH
মতো,PP,B-OTH
আমার,PRO,B-OTH
পাশে,PP,B-OTH
বসে,VNF,B-OTH
থাকত।,VF,B-OTH
দেশে,NNC,B-OTH
গত,ADJ,B-OTH
২৪,QF,B-NUM
ঘণ্টায়,NNC,B-UNIT
ডেঙ্গুতে,NNP,B-MISC
আক্রান্ত,ADJ,B-OTH
হয়ে,VNF,B-OTH
তিনজনের,NNC,B-OTH
মৃত্যু,NNC,B-OTH
হয়েছে।,VF,B-OTH
বৃশ্চিক,NNP,B-OTH
রাশি,NNC,B-OTH
২২,PUNCT,B-OTH
অক্টোবর,NNP,B-D&T
–,PUNCT,B-OTH
২০,QF,B-D&T
নভেম্বর,NNP,B-D&T
,PUNCT,B-OTH
বৃশ্চিক,NNP,B-OTH
রাশির,NNC,B-OTH
জাতক,NNC,B-PER
জাতিকার,NNC,B-PER
দিনটি,NNC,B-OTH
ব্যবসা,NNC,B-OTH
বাণিজ্যে,NNC,B-OTH
অগ্রগতির।,NNC,B-OTH
আরও,ADJ,B-OTH
প্রোডাক্ট,NNC,B-OTH
কিনতে,VNF,B-OTH
ক্লিক,NNC,B-OTH
করুন,VF,B-OTH
পরিচিতি,NNC,B-OTH
,PUNCT,B-OTH
চলচ্চিত্র,NNC,B-OTH
অভিনেতা,NNC,B-PER
ও,CONJ,B-OTH
সভাপতি,NNC,B-PER
নিরাপদ,NNP,B-OTH
সড়ক,NNP,B-OTH
চাই।,NNP,B-ORG
সাহিত্য,NNC,B-OTH
সেমিনার,NNC,B-OTH
প্রসঙ্গে,NNC,B-OTH
সুনীল,NNP,B-PER
গঙ্গোপাধ্যায়কে,NNP,I-PER
নিয়ে,PP,B-OTH
কত,ADJ,B-OTH
অনবদ্য,ADJ,B-OTH
অভিজ্ঞতা,NNC,B-OTH
যে,ADV,B-OTH
হয়েছে।,VF,B-OTH
মানুষের,NNC,B-PER
স্বাস্থ্যের,NNC,B-OTH
জন্য,PP,B-OTH
ক্ষতিকর,ADJ,B-OTH
মানবসৃষ্ট,ADJ,B-OTH
উচ্চ,ADJ,B-OTH
শব্দ।,NNC,B-OTH
এদিকে,ADV,B-OTH
কোটা,NNP,B-EVENT
সংস্কার,NNP,I-EVENT
আন্দোলনের,NNC,I-EVENT
অন্যতম,ADJ,B-OTH
সমন্বয়ক,NNC,B-PER
হাসনাত,NNP,B-PER
আব্দুল্লাহ,NNP,I-PER
জনিয়েছেন,VF,B-OTH
রক্ত,NNC,B-OTH
মাড়িয়ে,VNF,B-OTH
সংলাপ,NNC,B-OTH
নয়।,VF,B-OTH
সহায়তা,NNC,B-OTH
পাওয়া,NNC,B-OTH
এবং,CONJ,B-OTH
ডেলের,NNP,B-ORG
সাথে,PP,B-OTH
যোগাযোগ,NNC,B-OTH
করা,NNC,B-OTH
এদিকে,ADV,B-OTH
চুয়াডাঙ্গা,NNP,B-GPE
জেলার,NNC,B-OTH
বিভিন্ন,ADJ,B-OTH
খামারে,NNC,B-OTH
ও,CONJ,B-OTH
বাড়িতে,NNC,B-OTH
২,QF,B-NUM
লাখ,QF,I-NUM
১২,QF,I-NUM
হাজার,QF,I-NUM
গবাদিপশু,NNC,B-OTH
প্রস্তুত,NNC,B-OTH
করা,NNC,B-OTH
হয়েছে।,VF,B-OTH
এদিকে,ADV,B-OTH
পাঁচদিন,NNC,B-OTH
পর,PP,B-OTH
মঙ্গলবার,NNP,B-D&T
২৩,PUNCT,B-OTH
জুলাই,NNP,B-D&T
রাতে,NNC,B-D&T
সীমিত,ADJ,B-OTH
পরিসরে,NNC,B-OTH
ব্রডব্যান্ড,NNC,B-OTH
ইন্টারনেট,NNC,B-OTH
চালু,NNC,B-OTH
হয়েছে।,VF,B-OTH
সামঞ্জস্যের,NNC,B-OTH
সিস্টেম,NNC,B-OTH
ঘোষণার,NNC,B-OTH
সম্পূর্ণ,ADJ,B-OTH
পাঠ্য,NNC,B-OTH
এখানে,ADV,B-OTH
পাওয়া,NNC,B-OTH
যায়,VF,B-OTH
অর্থবিভাগ,NNP,B-ORG
অর্থ,NNP,B-ORG
মন্ত্রণালয়,NNP,I-ORG
বাংলাদেশ,NNP,B-ORG
সরকার,NNP,I-ORG
আমি,PRO,B-OTH
একটু,ADJ,B-OTH
চমকে,VNF,B-OTH
উঠলেও,VNF,B-OTH
ধীরে,ADV,B-OTH
ধীরে,ADV,B-OTH
নিজেকে,PRO,B-OTH
সামলে,VNF,B-OTH
নিলাম।,VF,B-OTH
কে,NNP,B-PER
এম,NNP,I-PER
নূরুল,NNP,I-PER
হুদার,NNP,I-PER
নেতৃত্বাধীন,ADJ,B-OTH
নির্বাচন,NNC,B-ORG
কমিশন,NNC,I-ORG
বিদায়,NNC,B-OTH
নেয়,VF,B-OTH
২০২২,QF,B-D&T
সালের,NNC,I-D&T
১৪,QF,I-D&T
ফেব্রুয়ারি।,NNP,I-D&T
স্বীকৃত,ADJ,B-OTH
যেকোনো,DET,B-OTH
শিক্ষাপ্রতিষ্ঠান,NNC,B-ORG
থেকে,PP,B-OTH
মার্কেটিং,NNP,B-OTH
বিষয়ে,NNC,B-OTH
এমবিএ,NNP,B-MISC
পাস,NNC,B-OTH
প্রার্থীরা,NNC,B-PER
আবেদন,NNC,B-OTH
করতে,VNF,B-OTH
পারবেন।,VF,B-OTH
সংসদের,NNC,B-ORG
রেওয়াজ,NNC,B-OTH
অনুযায়ী,PP,B-OTH
রাষ্ট্রপতির,NNC,B-PER
ভাষণের,NNC,B-OTH
ওপর,PP,B-OTH
ধন্যবাদ,NNC,B-OTH
প্রস্তাব,NNC,B-OTH
এনে,VNF,B-OTH
তার,PRO,B-OTH
ওপর,PP,B-OTH
আলোচনা,NNC,B-OTH
হবে।,VF,B-OTH
রোকনুজ্জামানের,NNP,B-PER
অপর,ADJ,B-OTH
একটি,QF,B-NUM
বড়,ADJ,B-OTH
অবদান,NNC,B-OTH
‘কচি-কাঁচার,PUNCT,B-OTH
মেলা’,NNP,B-EVENT
১৯৫৬,PUNCT,B-OTH
নামে,NNC,B-OTH
একটি,QF,B-NUM
শিশুসংগঠন,NNC,B-ORG
প্রতিষ্ঠা।,NNC,B-OTH
বাংলাদেশের,NNP,B-GPE
নদীগুলো,NNC,B-OTH
প্রতিবছর,NNC,B-OTH
৩০০,QF,B-NUM
বিলিয়ন,QF,I-NUM
টন,NNC,B-UNIT
পলি,NNC,B-OTH
বহন,NNC,B-OTH
করে।,VF,B-OTH
মকর,NNP,B-OTH
রাশি,NNP,B-OTH
২১,PUNCT,B-OTH
ডিসেম্বর-২০,NNP,B-D&T
জানুয়ারি,NNP,B-D&T
ছোট,ADJ,B-OTH
ভাই,NNC,B-PER
বোনের,NNC,B-PER
সাংসারিক,ADJ,B-OTH
জীবনে,NNC,B-OTH
চলতে,VNF,B-OTH
থাকে,VF,B-OTH
অশান্তি,NNC,B-OTH
নিয়ে,PP,B-OTH
দুশ্চিন্তায়,NNC,B-OTH
ভুগতে,VNF,B-OTH
থাকবেন।,VF,B-OTH
শুধু,ADV,B-OTH
তাই,PRO,B-OTH
নয়,VF,B-OTH
‘আমারপুজো’র,PUNCT,B-OTH
শুভদীপ,NNP,B-PER
মিত্র,NNP,I-PER
বললেন,VF,B-OTH
তারা,PRO,B-OTH
নাকি,ADV,B-OTH
পুজোর,NNC,B-EVENT
প্রাঙ্গণে,NNC,B-OTH
প্যান্ডেলও,NNC,B-OTH
করছেন,VF,B-OTH
কয়েক,ADJ,B-OTH
বছর,NNC,B-OTH
ধরে।,PP,B-OTH
সরকারি,PUNCT,B-OTH
কর্মচারীদের,NNC,B-PER
আর,CONJ,B-OTH
আলাদা,ADJ,B-OTH
করে,ADV,B-OTH
সম্পদের,NNC,B-OTH
হিসাব,NNC,B-OTH
দিতে,VNF,B-OTH
হবে,VF,B-OTH
না।,ADV,B-OTH
শিক্ষার্থী,NNC,B-PER
ইসলামের,NNP,B-ORG
ইতিহাস,NNP,I-ORG
ও,CONJ,I-ORG
সংস্কৃতি,NNP,I-ORG
বিভাগ,NNP,I-ORG
তিনি,PRO,B-OTH
আরও,ADV,B-OTH
বলেন,VF,B-OTH
সামরিক,ADJ,B-OTH
কমান্ডের,NNC,B-OTH
উন্নয়ন,NNC,B-OTH
‘চীনের,PUNCT,B-OTH
কোনও,DET,B-OTH
হুমকির,NNC,B-OTH
ভিত্তিতে,NNC,B-OTH
নয়’।,VF,B-OTH
,PUNCT,B-OTH
গতকাল,NNC,B-D&T
দিন,NNC,B-OTH
শেষে,NNC,B-OTH
নট,NNC,B-OTH
আউট,NNC,B-OTH
ছিলেন।,VF,B-OTH
মো,NNP,B-PER
খলিলুর,NNP,I-PER
রহমান,NNP,I-PER
গত,ADJ,B-OTH
১৩,QF,B-NUM
বছরে,NNC,B-UNIT
টেলিযোগাযোগখাতে,NNC,B-OTH
বাংলাদেশের,NNP,B-GPE
অগ্রগতি,NNC,B-OTH
তুলে,VNF,B-OTH
ধরেন।,VF,B-OTH
তবে,CONJ,B-OTH
মা,NNC,B-PER
হয়ে,VNF,B-OTH
লুকিয়ে,NNC,B-OTH
রাখাকে,NNC,B-OTH
নোংরামি,NNC,B-OTH
বলে,PP,B-OTH
মন্তব্য,NNC,B-OTH
করেছেন,VF,B-OTH
জ্যোতি।,NNP,B-PER
ফেইসবুক,NNP,B-ORG
ব্যবহারকারীদের,NNC,B-PER
ভোটে,NNC,B-OTH
নিচের,NNC,B-OTH
তিনটি,QF,B-NUM
ছবি,NNC,B-OTH
বিজয়ী,ADJ,B-OTH
হয়েছে।,VF,B-OTH
ক্রাইম,NNC,B-OTH
করে,VNF,B-OTH
বেঁচে,VNF,B-OTH
আছি,VF,B-OTH
জননী,NNC,B-PER
কৃপায়,NNC,B-OTH
জুমবাংলা,NNP,B-OTH
ডেস্ক,NNP,B-OTH
,PUNCT,B-OTH
সম্প্রতি,ADV,B-OTH
চট্টগ্রামে,NNP,B-GPE
বিভিন্ন,ADJ,B-OTH
বাসায়,NNC,B-OTH
ঘটেছে,VF,B-OTH
চুরির,NNC,B-OTH
ঘটনা।,NNC,B-OTH
গানের,NNC,B-OTH
প্রতি,PP,B-OTH
আমার,PRO,B-OTH
আকর্ষণটা,NNC,B-OTH
চিরন্তন।,ADJ,B-OTH
নিউইয়র্কের,NNP,B-GPE
নাগর,NNP,B-ORG
কর্তৃপক্ষ,NNC,I-ORG
শহরে,NNC,B-OTH
ইঁদুর,NNC,B-OTH
নির্মূলে,NNC,B-OTH
চাকরি,NNC,B-OTH
দেওয়ার,NNC,B-OTH
ঘোষণা,NNC,B-OTH
দিয়েছে।,VF,B-OTH
তখন,ADV,B-OTH
হইতেই,PP,B-OTH
আমার,PRO,B-OTH
মনে,NNC,B-OTH
একটা,QF,B-NUM
সন্দেহ,NNC,B-OTH
ছিল,VF,B-OTH
পন্ডিতেরা,NNC,B-PER
এত,ADJ,B-OTH
খবর,NNC,B-OTH
জানেন,VF,B-OTH
কি,ADV,B-OTH
করিয়া,VNF,B-OTH
,PUNCT,B-OTH
যুক্তরাষ্ট্রের,NNP,B-GPE
সেন্টারস,NNP,B-ORG
ফর,NNP,I-ORG
ডিজিজ,NNP,I-ORG
অ্যান্ড,NNP,I-ORG
প্রিভেনশন,NNP,I-ORG
জানা,NNC,B-OTH
গেছে,VF,B-OTH
শিল্প,NNC,B-OTH
মালিকদের,NNC,B-PER
আপত্তির,NNC,B-OTH
কারণেই,PP,B-OTH
দূষণকারী,ADJ,B-OTH
প্রতিষ্ঠানের,NNC,B-ORG
নাম,NNC,B-OTH
উল্লেখ,NNC,B-OTH
করছে,VF,B-OTH
না,ADV,B-OTH
পরিবেশ,NNP,B-ORG
অধিদপ্তর।,NNP,I-ORG
করোনাভাইরাস,NNP,B-MISC
সংক্রমণে,NNC,B-OTH
গতকাল,NNC,B-D&T
সকাল,NNC,I-D&T
৮টা,QF,I-D&T
পর্যন্ত,PP,B-OTH
২৪,QF,B-NUM
ঘণ্টায়,NNC,B-UNIT
দেশে,NNC,B-OTH
আরও,ADJ,B-OTH
দুজনের,NNC,B-OTH
মৃত্যু,NNC,B-OTH
হয়েছে।,VF,B-OTH
পৃথিবীর,NNC,B-OTH
সমাজ,NNC,B-OTH
সভ্যতা,NNC,B-OTH
ও,CONJ,B-OTH
রাষ্ট্র,NNC,B-OTH
পরিচালনার,NNC,B-OTH
একটি,QF,B-NUM
দিক,NNC,B-OTH
নির্দেশনার,NNC,B-OTH
নাম,NNC,B-OTH
আইন,NNC,B-OTH
এবং,CONJ,B-OTH
আইনের,NNC,B-OTH
মাধ্যমে,PP,B-OTH
বিচার,NNC,B-OTH
ব্যবস্থা।,NNC,B-OTH
করেছিলেন,VF,B-OTH
অবশেষে,ADV,B-OTH
১৯৪৮,QF,B-D&T
সালে,NNC,I-D&T
ট্রায়াল,NNC,B-OTH
রানের,NNC,B-OTH
সময়,NNC,B-OTH
ওয়েস্ট,NNP,B-ORG
ইন্ডিজ,NNP,I-ORG
দলের,NNC,I-ORG
হয়ে,PP,B-OTH
চেষ্টা,NNC,B-OTH
করেছিলেন,VF,B-OTH
তিনি,PRO,B-OTH
পরের,ADJ,B-OTH
বছর,NNC,B-OTH
এবং,CONJ,B-OTH
আরও,ADJ,B-OTH
একটি,QF,B-NUM
নতুন,ADJ,B-OTH
মন্ত্রিসভা,NNC,B-ORG
গঠন,NNC,B-OTH
করেছেন,VF,B-OTH
এক,QF,B-NUM
স্বৈরশাসক।,NNC,B-PER
বাংলাদেশ,NNP,B-GPE
টসে,NNC,B-OTH
জিতে,VNF,B-OTH
ব্যাটিংয়ের,NNC,B-OTH
সিদ্ধান্ত,NNC,B-OTH
নেয়।বাংলাদেশ,VF,B-OTH
১০০তম,ADJ,B-NUM
ওডিআই,NNC,B-OTH
জয়,NNC,B-OTH
করে।,VF,B-OTH
টুইন,NNP,B-LOC
টাওয়ার,NNP,I-LOC
হামলার,NNC,B-OTH
মিডিয়া,NNC,B-OTH
কভারেজকে,NNC,B-OTH
আপনি,PRO,B-OTH
কীভাবে,ADV,B-OTH
দেখছেন,VF,B-OTH
ধারা,NNC,B-OTH
৩০-ক,PUNCT,B-OTH
,PUNCT,B-OTH
অস্ত্রশস্ত্র,NNC,B-OTH
এবং,CONJ,B-OTH
গোলাবারুদ,NNC,B-OTH
বিশারদের,NNC,B-PER
মত,PP,B-OTH
প্রয়োজন,NNC,B-OTH
নাই,VF,B-OTH
,PUNCT,B-OTH
কুম্ভ,NNP,B-OTH
রাশির,NNC,B-OTH
জাতক,NNC,B-PER
জাতিকার,NNC,B-PER
ভাগ্য,NNC,B-OTH
ক্ষেত্রে,NNC,B-OTH
অগ্রগতি,NNC,B-OTH
হবে।,VF,B-OTH
অন্যদিকে,ADV,B-OTH
ক্রেতারা,NNC,B-PER
বলছেন,VF,B-OTH
কিছুটা,ADJ,B-OTH
স্বস্তি,NNC,B-OTH
মিললেও,VNF,B-OTH
সবজির,NNC,B-OTH
দাম,NNC,B-OTH
আরো,ADJ,B-OTH
কমা,NNC,B-OTH
উচিত।,NNC,B-OTH
অডিওতে,NNC,B-OTH
ছাত্রলীগের,NNP,B-ORG
কর্মসূচিতে,NNC,B-EVENT
না,ADV,B-OTH
যাওয়ায়,VNF,B-OTH
শিক্ষার্থীদের,NNC,B-PER
হুমকি,NNC,B-OTH
দিতে,VNF,B-OTH
শোনা,NNC,B-OTH
গেছে।,VF,B-OTH
তিনি,PRO,B-OTH
বলেন,VF,B-OTH
আগামী,ADJ,B-D&T
মার্চে,NNP,I-D&T
ভারতের,NNP,B-GPE
আদানির,NNP,B-ORG
বিদ্যুৎ,NNC,B-OTH
বাংলাদেশে,NNP,B-GPE
আসবে।,VF,B-OTH
দেশের,NNC,B-OTH
যেকোনো,DET,B-OTH
প্রান্ত,NNC,B-OTH
থেকে,PP,B-OTH
গাঙ্গাটিয়া,NNP,B-LOC
জমিদার,NNP,I-LOC
বাড়িতে,NNC,I-LOC
যেতে,VNF,B-OTH
প্রথমে,ADV,B-OTH
কিশোরগঞ্জ,NNP,B-GPE
জেলায়,NNC,B-OTH
আসতে,VNF,B-OTH
হবে।,VF,B-OTH
গ্রামকেন্দ্রিক,ADJ,B-OTH
সংস্কৃতির,NNC,B-OTH
মধ্যেই,PP,B-OTH
বাঙালির,NNP,B-PER
আত্ম,NNC,B-OTH
পরিচয়,NNC,B-OTH
লুকিয়ে,VNF,B-OTH
আছে।,VF,B-OTH
গ্রিস,NNP,B-GPE
রোমান,NNP,B-OTH
সাম্রাজ্যের,NNC,B-OTH
একটি,QF,B-NUM
গুরুত্বপূর্ণ,ADJ,B-OTH
পূর্ব,NNC,B-OTH
প্রদেশের,NNC,B-OTH
ছিল,VF,B-OTH
সেখানে,ADV,B-OTH
রোমান,NNP,B-MISC
সংস্কৃতি,NNC,B-OTH
বস্তুত,ADV,B-OTH
গ্রিকও-রোমান,NNP,B-OTH
বহুদিন,NNC,B-OTH
ধরে,PP,B-OTH
ছিল।,VF,B-OTH
বাংলাদেশের,NNP,B-GPE
স্বাধীনতাযুদ্ধে,NNC,B-EVENT
অবদানের,NNC,B-OTH
জন্য,PP,B-OTH
ষষ্ঠবারের,ADV,B-OTH
মত,ADV,B-OTH
বাংলাদেশ,NNP,B-ORG
সরকার,NNC,I-ORG
বিদেশি,ADJ,B-OTH
বন্ধুদের,NNC,B-PER
সম্মাননা,NNC,B-OTH
জানালো।,VF,B-OTH
জীবানুর,NNP,B-OTH
ব্যক্তিগত,ADJ,B-OTH
আবাসন,NNC,B-OTH
প্রকল্পে,NNC,B-OTH
দাবী,NNC,B-OTH
তুলছি,VF,B-OTH
জানা,NNC,B-OTH
গেছে,VF,B-OTH
ইতোমধ্যেই,ADV,B-OTH
কলকাতায়,NNP,B-GPE
ভিডিওটির,NNC,B-OTH
শুটিং,NNC,B-OTH
শেষ,NNC,B-OTH
হয়েছে।,VF,B-OTH
হ্যাঁ,ADV,B-OTH
তিনি,PRO,B-OTH
চান,VF,B-OTH
তার,PRO,B-OTH
নিজস্ব,ADJ,B-OTH
সংস্কারপদ্ধতি।,NNC,B-OTH
মেলার,NNC,B-EVENT
আহ্বায়ক,NNC,B-PER
অধ্যাপক,NNC,B-PER
মনোয়ার,NNP,B-PER
হোসেন,NNP,I-PER
তুহিন,NNP,I-PER
জানান,VF,B-OTH
প্রজাপতি,NNP,B-OTH
বিষয়ে,NNC,B-OTH
জনসচেতনতা,NNC,B-OTH
বাড়াতে,VNF,B-OTH
মেলায়,NNC,B-EVENT
নানা,ADJ,B-OTH
কর্মসূচি,NNC,B-OTH
রাখা,NNC,B-OTH
হয়েছে।,VF,B-OTH
৬,OTH,B-NUM
অনুরূপ,ADV,B-OTH
ভাবে,ADV,B-OTH
বিশ্ব,NNC,B-OTH
দরবারে,NNC,B-OTH
ভাষা,NNC,B-OTH
শহীদের,NNC,B-PER
মর্যাদা,NNC,B-OTH
প্রতিষ্ঠিত,ADJ,B-OTH
করতে,VNF,B-OTH
একুশে,PUNCT,B-OTH
পদক,NNP,B-MISC
প্রবর্তণ,NNC,B-OTH
করেন।,VF,B-OTH
দীর্ঘদিন,NNC,B-OTH
পর,PP,B-OTH
আবারও,ADV,B-OTH
গানে,NNC,B-OTH
ফিরছেন,VF,B-OTH
কণ্ঠশিল্পী,NNC,B-PER
ইভা,NNP,B-PER
আরমান।,NNP,I-PER
সারাদিনে,NNC,B-OTH
যদি,CONJ,B-OTH
সবসময়ই,ADV,B-OTH
হালকা,ADJ,B-OTH
খিদে,ADJ,B-OTH
খিদে,ADJ,B-OTH
ভাব,NNC,B-OTH
থাকে,VF,B-OTH
তাহলে,CONJ,B-OTH
বুঝতে,VNF,B-OTH
হবে,VF,B-OTH
যে,CONJ,B-OTH
একেবারেই,ADV,B-OTH
আপনার,PRO,B-OTH
শরীর,NNC,B-OTH
ঠিক,ADJ,B-OTH
নেই।,VF,B-OTH
দিকে,NNC,B-OTH
অভিভাবকদের,NNC,B-PER
খেয়াল,NNC,B-OTH
রাখতে,VNF,B-OTH
হবে।,VF,B-OTH
অপর,ADJ,B-OTH
নৌকাটিকে,NNC,B-OTH
বর্বর,ADJ,B-OTH
পাক,NNP,B-PER
সেনারা,NNC,B-PER
বাজার,NNC,B-OTH
সংলগ্ন,ADJ,B-OTH
জনৈক,ADJ,B-OTH
নজির,NNP,B-PER
মিয়ার,NNP,I-PER
বাড়ীর,NNC,B-OTH
পাশের,PP,B-OTH
একটি,QF,B-NUM
জলাশয়ে,NNC,B-OTH
ডুবিয়ে,VNF,B-OTH
দেয়।,VF,B-OTH
ছাদ,NNC,B-OTH
বাগানের,NNC,B-OTH
আয়,NNC,B-OTH
